Unnamed: 0,name,locality,Preprocessed
93,Gleneagles Hospital Medini Johor,Nusajaya,"['worst', 'experience', 'ever', 'accompany', 'sister', 'ct', 'scan', 'scope', 'took', 'u', 'whole', 'day', 'fasted', 'scan', 'whole', 'morning', 'proper', 'visual', 'guide', 'go', 'went', 'billing', 'counter', 'phlebostomy', 'room', 'hospital', 'seem', 'patient', 'took', 'long', 'time', 'process', 'two', 'staff', 'working', 'billing', 'counter', 'eight', 'counter', 'short', 'admission', 'ward', 'procedure', 'staff', 'duty', 'helpful', 'can', 'not', 'settle', 'discharge', 'nurse', 'nothing', 'keep', 'ask', 'u', 'wait', 'private', 'hospital', 'billing', 'alone', 'took', 'hour', 'wait', 'first', 'last', 'time', 'suggest', 'avoid', 'cost']"
94,Dr Adrian Wang Psychiatric and Counselling Care,Singapore,"['dr', 'adrian', 'wang', 'initially', 'good', 'doc', 'said', 'clinical', 'depression', 'gave', 'anti', 'depressant', 'medication', 'medication', 'work', 'much', 'well', 'increased', 'dosage', 'saved', 'suicide', 'thought', 'lot', 'bad', 'effect', 'bad', 'effect', 'made', 'life', 'bad', 'even', 'many', 'month', 'stop', 'medicine', 'worse', 'thing', 'tell', 'side', 'effect', 'starting', 'medicine', 'cause', 'lot', 'lot', 'harm', 'seeing', 'every', 'month', 'yet', 'got', 'impatient', 'visit', 'end', 'visit', 'fast', 'quick', 'doctor', 'went', 'started', 'saying', 'certain', 'thing', 'doctor', 'never', 'tell', 'patient', 'especially', 'mental', 'health', 'patient', 'time', 'later', 'say', 'depression', 'serious', 'gone', 'worse', 'stuff', 'learn', 'deal', 'kind', 'doctor', 'say', 'someone', 'going', 'bad', 'thing', 'yes', 'medication', 'work', 'course', 'doctor', 'know', 'give', 'medication', 'plan', 'empathetic', 'kind', 'doctor', 'giving', 'star', 'hope', 'reading', 'doctor', 'learn', 'work', 'way', 'treat', 'patient', 'although', 'still', 'thankful', 'helping', 'save']"
95,Nobel Psychological Wellness Centre (Ang Mo Kio),Singapore,"['unnempathetic', 'judgmental']"
96,Klinik Liew,Johor Bahru,"['caring', 'cautious', 'doctor', 'excellent', 'service']"
97,Klinik Liew,Johor Bahru,"['good', 'friendly', 'personal', 'care', 'service', 'well', 'recommended']"
98,Klinik Liew,Johor Bahru,"['go', 'klinik', 'need', 'patient', 'polite', 'service']"
99,Klinik Liew,Johor Bahru,"['great', 'service', 'friendly', 'fast', 'efficient']"
100,Klinik Liew,Johor Bahru,"['super', 'friendly', 'staff', 'doctor', 'efficient', 'service', 'easy', 'get']"
101,Kensington Green Specialist Centre - 晶泽专科医院 | Specialist Hospital Johor Bahru (JB) | Private Hospital,Nusajaya,"['mri', 'radiologist', 'professional', 'patient', 'alll', 'staff', 'polite', 'kind', 'well', 'highly', 'recommend']"
102,Kensington Green Specialist Centre - 晶泽专科医院 | Specialist Hospital Johor Bahru (JB) | Private Hospital,Nusajaya,"['dont', 'see', 'point', 'posting', 'google', 'review', 'instead', 'hoping', 'direct', 'complain', 'management', 'suprised', 'direct', 'complain', 'possible', 'anyway', 'thing', 'say', 'due', 'staff', 'good', 'hosp', 'gon', 'na', 'lose', 'cust', 'doctor', 'emergency', 'staff', 'super', 'efficient', 'come', 'ward', 'nurse', 'night', 'shift', 'really', 'bad', 'experience']"
103,Kensington Green Specialist Centre - 晶泽专科医院 | Specialist Hospital Johor Bahru (JB) | Private Hospital,Nusajaya,"['flying', 'usa', 'tomorrow', 'u', 'requires', 'negative', 'pcr', 'test', 'taken', 'day', 'flight', 'easy', 'get', 'done', 'le', 'day', 'contacted', 'kensington', 'green', 'spoke', 'michael', 'wendy', 'extremely', 'helpful', 'reassuring', 'seen', 'child', 'year', 'obviously', 'really', 'stressed', 'new', 'u', 'requirement', 'booked', 'appointment', 'u', 'professionally', 'administered', 'gentle', 'pcr', 'test', 'got', 'result', 'pm', 'today', 'incredible', 'customer', 'service', 'polite', 'professional', 'staff', 'course', 'quick', 'result', 'would', 'highly', 'recommend', 'facility', 'thank', 'well', 'done']"
104,Kensington Green Specialist Centre - 晶泽专科医院 | Specialist Hospital Johor Bahru (JB) | Private Hospital,Nusajaya,"['bad', 'experience', 'health', 'screening', 'waiting', 'time', 'long', 'inexperienced', 'nurse', 'husband', 'poked', 'nurse', 'clip', 'attached', 'ecg', 'machine', 'stress', 'test', 'running', 'without', 'clothes', 'min', 'sweating', 'heavily', 'towel', 'given', 'aircon', 'room', 'although', 'appointment', 'made', 'week', 'told', 'postpone', 'ultrasound', 'pm', 'radiologist', 'available', 'due', 'fasting', 'long', 'especially', 'mum', 'mum', 'law', 'elderly', 'decided', 'change', 'ultrasound', 'appointment', 'day', 'later', 'arrived', 'early', 'day', 'later', 'ultrasound', 'made', 'wait', 'almost', 'hour', 'numerous', 'checking', 'registration', 'counter', 'said', 'problem', 'patient', 'inside', 'still', 'need', 'wait', 'although', 'appointment', 'time', 'passed', 'unacceptable', 'paying', 'customer', 'expected', 'service', 'private', 'hospital', 'handful', 'nurse', 'around', 'see', 'could', 'cope', 'test', 'worse', 'still', 'finally', 'made', 'way', 'imaging', 'department', 'staff', 'inside', 'mentioned', 'waiting', 'arrival', 'since', 'made', 'wait', 'wait', 'outside', 'registration', 'counter', 'communication']"
105,Kensington Green Specialist Centre - 晶泽专科医院 | Specialist Hospital Johor Bahru (JB) | Private Hospital,Nusajaya,"['kensington', 'hospital', 'full', 'love', 'care', 'special', 'thank', 'm', 'wendy', 'low', 'vaccination', 'appointment', 'arrangement', 'mother', 'law', 'grandma', 'delightful', 'experience', 'nurse', 'doctor', 'patient', 'detailed', 'explaining', 'every', 'single', 'step', 'u', 'especially', 'dr', 'james', 'cheng', 'new', 'hospital', 'giving', 'best', 'service', 'everyone', 'step', 'thank', 'much']"
106,Nobel Psychological Wellness Centre (Novena Medical Centre),Singapore,"['first', 'time', 'calling', 'regard', 'appointment', 'staff', 'rather', 'impatient', 'wanting', 'end', 'conversation', 'asap', 'first', 'impression', 'customer', 'service', 'already', 'failed', 'definitely', 'visiting', 'clinic']"
107,Nobel Psychological Wellness Centre (Novena Medical Centre),Singapore,"['visited', 'nobel', 'novena', 'close', 'three', 'year', 'overall', 'experience', 'noble', 'pleasant', 'time', 'time', 'notice', 'counter', 'stuff', 'putting', 'lot', 'effort', 'meeting', 'patient', 'need', 'especially', 'busy', 'period', 'establishment', 'always', 'higher', 'higher', 'expectation', 'customer', 'service', 'general', 'public', 'always', 'room', 'improvement', 'believe', 'nobel', 'deliver']"
108,Nobel Psychological Wellness Centre (Novena Medical Centre),Singapore,"['rest', 'assured', 'good', 'safe', 'hand', 'doctor', 'marcus', 'tan', 'mental', 'health', 'important', 'physical', 'health', 'thank', 'doctor', 'marcus', 'tan', 'team', 'keep', 'good', 'job']"
109,Nobel Psychological Wellness Centre (Novena Medical Centre),Singapore,"['dr', 'tan', 'v', 'helpful', 'appreciate', 'always', 'make', 'time', 'question', 'staff', 'also', 'v', 'friendly', 'flexible', 'helping', 'scheduling', 'appointment', 'follow', 'ups']"
110,Nobel Psychological Wellness Centre (Novena Medical Centre),Singapore,"['counter', 'staff', 'need', 'go', 'customer', 'service', 'course', 'visit', 'stressful', 'due', 'poor', 'attitude', 'unprofessional', 'behaviour', 'really', 'hope', 'improve', 'good', 'doctor', 'rate', 'star', 'would', 'changed', 'clinic', 'long', 'ago']"
111,Ko & Ko Specialists Pte Ltd,Singapore,"['dr', 'ko', 'patient', 'listens', 'well', 'careful', 'discerning', 'prescribing', 'medication', 'give', 'good', 'advice']"
112,The Psychological Wellness Centre,Singapore,"['feel', 'seen', 'heard', 'whenever', 'visit', 'dr', 'nelson', 'unlike', 'past', 'experience', 'psychiatric', 'clinic', 'visited', 'year', 'joanne', 'front', 'desk', 'also', 'lovely', 'gentle', 'lady', 'always', 'feel', 'welcomed', 'space', 'intend', 'switching', 'psychiatrist', 'time', 'foreseeable', 'future', 'constantly', 'recommending', 'dr', 'nelson', 'clinic', 'friend', 'seeking', 'professional', 'help']"
113,The Psychological Wellness Centre,Singapore,"['like', 'others', 'shared', 'receptionist', 'extremely', 'rude', 'imagine', 'depressed', 'suicidal', 'got', 'insulted', 'consultation', 'many', 'good', 'psychs', 'around', 'need', 'withstand', 'rudeness']"
114,The Psychological Wellness Centre,Singapore,"['rude', 'receptiionist']"
115,The Psychological Wellness Centre,Singapore,"['great', 'doctor', 'clinic', 'even', 'better', 'doctor', 'seeing', 'back', 'home', 'previously', 'dr', 'lee', 'intuitive', 'really', 'get', 'saying', 'quickly', 'posse', 'good', 'knowledge', 'take', 'time', 'listen', 'understand', 'happy', 'decided', 'see', 'feeling', 'whole', 'lot', 'better']"
116,The Psychological Wellness Centre,Singapore,"['rude', 'receptionist']"
117,Inez Psychological Well-Being Clinic,Singapore,"['worst', 'experience', 'someone', 'supposedly', 'trying', 'help', 'would', 'recommend', 'anyone', 'left', 'feeling', 'worse', 'arrived', 'would', 'give', 'star', 'able']"
118,Ang Yong Guan Psychiatry,Singapore,"['kindly', 'avoid', 'doctor', 'cost', 'he', 'rude', 'arrogant', 'care', 'money']"
119,Ang Yong Guan Psychiatry,Singapore,"['went', 'see', 'dr', 'ang', 'emotional', 'regulation', 'issue', 'immediately', 'diagnosed', 'bpd', 'asked', 'dr', 'letter', 'dare', 'write', 'bpd', 'letter', 'second', 'session', 'focused', 'panic', 'attack', 'bpd', 'get', 'impatient', 'asked', 'treating', 'bpd', 'point', 'diagnosis', 'went', 'another', 'private', 'dr', 'rolled', 'eye', 'saying', 'dr', 'ang', 'exclude', 'add', 'adhd', 'first', 'settling', 'bpd', 'wasted', 'time', 'money', 'rude', 'inompetent', 'doctor', 'bedside', 'manner', 'dr', 'ang', 'keen', 'prescribe', 'medication', 'follow', 'therapy', 'counselling', 'recommend', 'unless', 'want', 'feel', 'upset', 'waste', 'time', 'money', 'risk', 'medication', 'dependency']"
120,Ang Yong Guan Psychiatry,Singapore,"['can', 'not', 'access', 'account', 'edit', 'review', 'go', 'specific', 'posting', 'new', 'one', 'dr', 'ang', 'asked', 'history', 'suicide', 'could', 'reply', 'already', 'went', 'said', 'guess', 'continue', 'talking', 'remainder', 'session', 'without', 'giving', 'chance', 'correct', 'assumption', 'longer', 'sure', 'able', 'trust', 'help', 'recovery', 'guess', 'mentioned', 'reading', 'self', 'help', 'book', 'assumed', 'well', 'however', 'reading', 'helping', 'went', 'see', 'doctor', 'definition', 'therapy', 'listen', 'doctor', 'talk', 'highly', 'recommend', 'dr', 'ang', 'like', 'talk', 'lot', 'fact', 'point', 'one', 'talking', 'sure', 'session', 'able', 'input', 'wish', 'effectiveness', 'measured', 'cost', 'would', 'easiest', 'choose', 'expensive', 'effective', 'supposed', 'continue', 'paying', 'despite', 'receiving', 'result', 'fair', 'lot', 'people', 'mentioned', 'benefitting', 'honestly', 'experience', 'review', 'discus', 'experience', 'maxneo', 'judge', 'assume', 'people', 'experience', 'especially', 'present']"
121,Ang Yong Guan Psychiatry,Singapore,"['dr', 'ang', 'guided', 'immensely', 'journey', 'towards', 'empathy']"
122,Ang Yong Guan Psychiatry,Singapore,"['dr', 'ang', 'nice', 'person', 'warm', 'heart', 'unfortunately', 'help', 'condition', 'treatment', 'encountered', 'problem', 'consultation', 'fee', 'roughly', 'sgd', 'hour', 'thus', 'paying', 'premium', 'rate', 'average', 'wait', 'hour', 'time', 'appointment', 'usually', 'late', 'schedule', 'many', 'appointment', 'per', 'day', 'past', 'review', 'correct', 'spend', 'time', 'listening', 'rather', 'discussing', 'issue', 'lot', 'repetition', 'dr', 'ang', 'like', 'repeat', 'get', 'tiring', 'frustrating', 'key', 'take', 'away', 'psychiatrist', 'thus', 'prescribing', 'medication', 'dr', 'ang', 'nice', 'person', 'method', 'question']"
123,Promises Healthcare (Psychiatry & Psychology Clinic),Singapore,"['waste', 'time', 'money', 'practice', 'professional', 'result', 'lack', 'care', 'low', 'quality', 'care', 'health', 'important', 'find', 'better', 'practice', 'one']"
124,Promises Healthcare (Psychiatry & Psychology Clinic),Singapore,"['would', 'like', 'praise', 'chloe', 'really', 'friendly', 'patient', 'assisting', 'answering', 'query', 'know', 'stuff', 'fingertip', 'truely', 'made', 'appointment', 'promise', 'clinic', 'fruitful', 'experience']"
125,Promises Healthcare (Psychiatry & Psychology Clinic),Singapore,"['give', 'appointment', 'day', 'appointment', 'cancelled', 'said', 'doc', 'able', 'diagnose', 'could', 'found', 'start', 'instead', 'stringing', 'along', 'speechless', 'happening', 'home', 'country', 'shocking', 'service']"
126,Promises Healthcare (Psychiatry & Psychology Clinic),Singapore,"['please', 'watch', 'wallet', 'going', 'clinic', 'even', 'kid', 'school', 'due', 'last', 'minute', 'activity', 'waive', 'show', 'fee', 'disappointed', 'school', 'ended', 'pm', 'way', 'make', 'clinic', 'pm', 'appointment', 'pe', 'last', 'period', 'control', 'end', 'time', 'told', 'staff', 'still', 'charge', 'show', 'fee', 'also', 'told', 'show', 'evidence', 'photo']"
127,Promises Healthcare (Psychiatry & Psychology Clinic),Singapore,"['one', 'best', 'experience', 'find', 'people', 'really', 'committed', 'dedicated', 'know', 'help', 'journey', 'recovery', 'always', 'remember', 'gratitude']"
128,Sultan Ismail Hospital,Johor Bahru,"['dr', 'lynn', 'internal', 'medicine', 'nice', 'patient', 'friendly', 'dedicated', 'even', 'though', 'look', 'tired', 'messy', 'hair', 'oncall', 'still', 'able', 'counsel', 'relative', 'thoroughly', 'patiently', 'rare', 'find', 'dedicated', 'doctor', 'nowsaday']"
129,Sultan Ismail Hospital,Johor Bahru,"['free', 'parking', 'overall', 'environment', 'clean', 'guard', 'attitude', 'better', 'nurse', 'suggest', 'nurse', 'patience', 'public', 'r', 'new']"
130,Sultan Ismail Hospital,Johor Bahru,"['wife', 'gave', 'birth', 'surgery', 'terrible', 'experience', 'u', 'wife', 'got', 'discharged', 'day', 'without', 'baby', 'baby', 'detained', 'jaundice', 'said', 'forgot', 'take', 'blood', 'sample', 'child', 'surgery', 'child', 'something', 'new', 'wife', 'course', 'know', 'anything', 'giving', 'nurse', 'assumed', 'wife', 'knew', 'instead', 'helping', 'advising', 'keep', 'scolding', 'teasing', 'new', 'mother', 'ward', 'include', 'night', 'shift', 'nurse', 'sleeping', 'watching', 'movie', 'worst', 'part', 'u', 'took', 'son', 'back', 'day', 'found', 'back', 'abraded', 'voice', 'different', 'wife', 'said', 'surgery', 'day', 'son', 'voice', 'normal', 'cried', 'normally', 'loudly', 'day', 'took', 'home', 'sound', 'cry', 'slow', 'hoarse', 'like', 'voice', 'stuck', 'wife', 'thought', 'voice', 'sore', 'left', 'cry', 'long', 'time', 'without', 'given', 'milk', 'nurse', 'disappointed', 'even', 'though', 'knew', 'government', 'hospital', 'least', 'want', 'help', 'wife', 'help', 'little', 'son', 'know', 'anything', 'still', 'looking', 'people', 'say', 'hsi', 'okay', 'hsi', 'bagus', 'hospital', 'sultan', 'ismail', 'worst', 'hospital', 'giving', 'birth']"
131,Sultan Ismail Hospital,Johor Bahru,"['happened', 'year', 'back', 'sure', 'service', 'improved', 'brother', 'brought', 'mom', 'emergency', 'complained', 'stomach', 'pain', 'went', 'private', 'clinic', 'doctor', 'suggested', 'mom', 'get', 'checked', 'bigger', 'facility', 'think', 'hospital', 'course', 'hsa', 'polyclinic', 'day', 'back', 'condition', 'worsen', 'since', 'emergency', 'bp', 'temperature', 'etc', 'checked', 'officer', 'sure', 'whether', 'doctor', 'said', 'mom', 'vital', 'fine', 'go', 'home', 'without', 'even', 'checking', 'stomach', 'brother', 'veterinarian', 'insisted', 'mom', 'given', 'thorough', 'check', 'midst', 'senior', 'doctor', 'came', 'asked', 'mother', 'condition', 'check', 'done', 'mom', 'asked', 'stay', 'emergency', 'ward', 'hour', 'result', 'came', 'back', 'despite', 'check', 'mom', 'discharged', 'hour', 'later', 'given', 'date', 'follow', 'appointment', 'occur', 'month', 'later', 'mother', 'civil', 'servant', 'take', 'medical', 'card', 'insurance', 'coverage', 'trusting', 'public', 'health', 'service', 'enough', 'brother', 'decided', 'pool', 'saving', 'send', 'mom', 'private', 'facility', 'next', 'day', 'spending', 'five', 'figure', 'money', 'endoscopy', 'three', 'night', 'stay', 'private', 'ward', 'true', 'enough', 'stomach', 'pain', 'bad', 'food', 'gas', 'level', 'lymphoma', 'cancer', 'diagnosis', 'got', 'admitted', 'another', 'public', 'hospital', 'immediately', 'imagine', 'trusted', 'waited', 'follow', 'appointment', 'given', 'doctor', 'hsi']"
132,Sultan Ismail Hospital,Johor Bahru,"['poor', 'treatment', 'emergency', 'green', 'zone', 'waited', 'long', 'hour', 'almost', 'hour', 'number', 'called', 'according', 'sequence', 'number', 'came', 'first', 'entered', 'mo', 'room', 'busy', 'phone', 'personal', 'conversation', 'later', 'mo', 'came', 'discussion', 'visit', 'one', 'staff', 'open', 'house', 'x', 'ray', 'instructed', 'come', 'back', 'later', 'mo', 'left', 'already', 'many', 'patient', 'outside', 'still', 'mo', 'leave', 'humanity', 'doctor']"
133,宝宝小儿专科 S.T Lim Child Specialist,Johor Bahru,"['staff', 'friendly', 'fast', 'service', 'quite', 'fast', 'went', 'daughter', 'rash', 'cheek', 'doctor', 'prescribed', 'cream', 'apply', 'staff', 'explained', 'well', 'use', 'stop', 'using', 'definitely', 'recommend', 'people', 'although', 'many', 'people', 'come', 'clinic']"
134,宝宝小儿专科 S.T Lim Child Specialist,Johor Bahru,"['disappointed', 'went', 'swap', 'test', 'year', 'daughter', 'doctor', 'handle', 'rude', 'raugh', 'daughter', 'daughter', 'nose', 'bleeding', 'course', 'small', 'child', 'scared', 'swap', 'test', 'pediatrician', 'doctor', 'handle', 'nice', 'friendly', 'doctor', 'stuff', 'never', 'ask', 'sorry', 'also', 'think', 'doctor', 'racist', 'parent', 'u', 'want', 'swap', 'test', 'plz', 'avoid', 'clinic']"
135,宝宝小儿专科 S.T Lim Child Specialist,Johor Bahru,"['point', 'keep', 'phone', 'clinic', 'one', 'answer']"
136,宝宝小儿专科 S.T Lim Child Specialist,Johor Bahru,"['doctor', 'explain', 'baby', 'condition', 'well', 'friendly', 'polite', 'important', 'charge', 'reasonable', 'staff', 'also', 'friendly', 'really', 'recommended']"
137,宝宝小儿专科 S.T Lim Child Specialist,Johor Bahru,"['service', 'receive', 'clinic', 'excellent', 'would', 'qualm', 'recommending', 'family', 'friend', 'experienced', 'doctor']"
138,UTM Health Centre,Skudai,"['terrible', 'facility', 'know', 'good', 'university', 'utm', 'good', 'health', 'center', 'like', 'good', 'university']"
139,UTM Health Centre,Skudai,"['nice', 'give', 'antiboitics', 'high', 'level', 'medicine']"
140,UTM Health Centre,Skudai,"['stupid', 'system', 'stupid', 'staff', 'stupid', 'doctor']"
